,N,x,xmobile,logQ,dlogQ_-2.50,mu_-2.50,ddxdmu_-2.50,dxdmu_-2.50,dxmobile,dxmobdmu_-2.50,V_-2.50,x_-2.50,xmobile_-2.50,S_-2.50,dS_-2.50,dx,dSmob_-2.50,dSmobvib_-2.50,dH_-2.50,dG_-2.50,min_amp_-2.50,max_amp_-2.50,total_amp_-2.50
72,72,0.36,0.36,92.60986732674806736,-0.14687784137590704017,-4.0962915140045719274,-0.031000499436481247784,6.3879418137484153717,1.0,6.3879418137484153717,4.0962915140045719274,0.36,0.36,3.3985149890545152426,-9.406220599377839914,1.0,-9.406220599377839914,-9.406220599377839914,-397.98806982976682073,-395.23204719414911362,-11.321596173824640341,11.321596173824706177,22.643192347649346519
73,73,0.365,0.365,92.44749541632418456,-0.1783888950862905394,-4.095495898408022886,-0.032048059606723383608,6.179138114054119979,1.0,6.179138114054119979,4.095495898408022886,0.365,0.365,3.3510729183529386348,-9.573208134016723353,1.0,-9.573208134016723353,-9.573208134016723353,-397.96023194234214063,-395.15528195907524067,-11.321596173824640341,11.321596173824706177,22.643192347649346519
74,74,0.37,0.37,92.25308953657548628,-0.21097396058935380739,-4.0946731653262577895,-0.033152027196244084062,5.9733718672811125477,1.000000000000007,5.973371867281154991,4.0946731653262577895,0.37,0.37,3.3027829077143479276,-9.74449877123625538,1.000000000000007,-9.744498771236324619,-9.744498771236324619,-397.93103842440622672,-395.0759002844340039,-11.321596173824640341,11.321596173824706177,22.643192347649346519
75,75,0.375,0.375,92.025547495145476946,-0.24469294947877870752,-4.0938218020647540916,-0.034319527294531715703,5.7701664972796889736,1.000000000000007,5.770166497279729973,4.0938218020647540916,0.375,0.375,3.2536279306405759978,-9.918307386834730788,1.000000000000007,-9.918307386834801262,-9.918307386834801262,-397.8998202817345734,-394.9937562173919973,-11.321596173824640341,11.321596173824706177,22.643192347649346519
76,76,0.38,0.38,91.763703637617928865,-0.2796130151784172388,-4.0929401130816276838,-0.035557969007210275814,5.569198470172109481,1.0,5.569198470172109481,4.0929401130816276838,0.38,0.38,3.203599833846000535,-10.09284182481464609,1.0,-10.09284182481464609,-10.09284182481464609,-397.86588881769809853,-394.90868616302740723,-11.321596173824640341,11.321596173824706177,22.643192347649346519
77,77,0.385,0.385,91.46632146478864247,-0.31580888749319925915,-4.0920262115406313337,-0.036875148188597954915,5.3702668687475207374,1.0,5.3702668687475207374,4.0920262115406313337,0.385,0.385,3.1526995123924294508,-10.266240772463914532,1.0,-10.266240772463914532,-10.266240772463914532,-397.82851661565018814,-394.82050806931826117,-11.321596173824640341,11.321596173824706177,22.643192347649346519
78,78,0.39,0.39,91.13208586263153035,-0.35336331155561314862,-4.091078008228292481,-0.03827934889943406492,5.1732694596670761368,1.0,5.1732694596670761368,4.091078008228292481,0.39,0.39,3.1009374261213613023,-10.436500988275801388,1.0,-10.436500988275801388,-10.436500988275801388,-397.7869151473735967,-394.72902035780878688,-11.321596173824640341,11.321596173824706177,22.643192347649346519
79,79,0.395,0.395,90.75959484167741617,-0.392367585292067389,-4.090093197983544449,-0.039779435563859245895,4.978184928729811039,1.0,4.978184928729811039,4.090093197983544449,0.395,0.395,3.048334502509671348,-10.6013955179433786435,1.0,-10.6013955179433786435,-10.6013955179433786435,-397.7402095010252831,-394.63400061426787316,-11.321596173824640341,11.321596173824706177,22.643192347649346519
80,80,0.4,0.4,90.34735069204739557,-0.4329221826833316404,-4.089069243961161989,-0.041384928805424233897,4.785060463156516617,1.0,4.785060463156516617,4.089069243961161989,0.4,0.4,2.9949234709419274255,-10.758381863900104869,1.0,-10.758381863900104869,-10.758381863900104869,-397.6874099564641524,-394.53520407034142167,-11.321596173824640341,11.321596173824706177,22.643192347649346519
81,81,0.405,0.405,89.89375047631075289,-0.47513744290291585678,-4.088003360231859407,-0.043106056401227266922,4.5940037927418635707,1.0,4.5940037927418635707,4.088003360231859407,0.405,0.405,2.9407506838706702077,-10.904497309428359153,1.0,-10.904497309428359153,-10.904497309428359153,-397.62737963637954514,-394.4323619247170359,-11.321596173824640341,11.321596173824706177,22.643192347649346519
82,82,0.41,0.41,89.397075806241563856,-0.51913429548578617426,-4.0868924934726667134,-0.044953766813423093676,4.4051789345993497726,1.0,4.4051789345993497726,4.0868924934726667134,0.41,0.41,2.8858784978476440318,-11.036237419809391741,1.0,-11.036237419809391741,-11.036237419809391741,-397.55879714051803483,-394.32517957651388305,-11.321596173824640341,11.321596173824706177,22.643192347649346519
83,83,0.415,0.415,88.85548188533918054,-0.56504497652976204414,-4.0857333048837196163,-0.04693968606033147202,4.2188050926215405283,1.0,4.2188050926215405283,4.0857333048837196163,0.415,0.415,2.8303883096725771008,-11.14941296542528909,1.0,-11.14941296542528909,-11.14941296542528909,-397.48011287938778027,-394.21333488051817057,-11.321596173824640341,11.321596173824706177,22.643192347649346519
84,84,0.42,0.42,88.26698585318203977,-0.6130136676064491183,-4.0845221540565392767,-0.049075988581379400427,4.03515838033509974,1.0,4.03515838033509974,4.0845221540565392767,0.42,0.42,2.7743843681933910458,-11.238980113162734792,1.0,-11.238980113162734792,-11.238980113162734792,-397.38949776386544196,-394.09647659070876066,-11.321596173824640341,11.321596173824706177,22.643192347649346519
85,85,0.425,0.425,87.629454550126282306,-0.663196953692520845,-4.083255087411827088,-0.05137513810473215599,3.8545762386795860424,1.0,3.8545762386795860424,4.083255087411827088,0.425,0.425,2.717998508540949657,-11.298838896489768191,1.0,-11.298838896489768191,-11.298838896489768191,-397.2847830413454617,-393.97422324467395963,-11.321596173824640341,11.321596173824706177,22.643192347649346519
86,86,0.43,0.43,86.94059194579699808,-0.7157639438159134303,-4.0819278351532956935,-0.053849433815731123643,3.6774646001854916497,1.0,3.6774646001854916497,4.0819278351532956935,0.43,0.43,2.6613959792284932677,-11.321596173824640341,1.0,-11.321596173824640341,-11.321596173824640341,-397.16339054863151145,-393.84616286970089183,-11.321596173824640341,11.321596173824706177,22.643192347649346519
87,87,0.435,0.435,86.197926662494455445,-0.7708958213239830923,-4.0805358226228483987,-0.056510268595663699573,3.504308004874329741,1.0,3.504308004874329741,4.0805358226228483987,0.435,0.435,2.604782546802703157,-11.298292432283720821,1.0,-11.298292432283720821,-11.298292432283720821,-397.0222537610428868,-393.71185407838375658,-11.321596173824640341,11.321596173824706177,22.643192347649346519
88,88,0.44,0.44,85.39880030314903189,-0.8287844810072408294,-4.0790742047115392996,-0.059366968330372820242,3.335682992861682827,1.0,3.335682992861682827,4.0790742047115392996,0.44,0.44,2.548413054905655963,-11.218098488853874908,1.0,-11.218098488853874908,-11.218098488853874908,-396.85773224601093004,-393.5708293887767447,-11.321596173824640341,11.321596173824706177,22.643192347649346519
89,89,0.445,0.445,84.540357700479973786,-0.88962975798472873276,-4.0775379358268309515,-0.06242503457967962452,3.172275160610717115,1.0,3.172275160610717115,4.0775379358268309515,0.445,0.445,2.4926015619141643122,-11.068001023028970861,1.0,-11.068001023028970861,-11.068001023028970861,-396.66552627495562086,-393.4226019752081324,-11.321596173824640341,11.321596173824706177,22.643192347649346519
90,90,0.45,0.45,83.61954078717957443,-0.95363455016660007846,-4.0759218930444533874,-0.06568356240083406648,3.0149002179404953132,1.0,3.0149002179404953132,4.0759218930444533874,0.45,0.45,2.43773304467536616,-10.832519039320268897,1.0,-10.832519039320268897,-10.832519039320268897,-396.44060562914913876,-393.26667755062829998,-11.321596173824640341,11.321596173824706177,22.643192347649346519
91,91,0.455,0.455,82.63308860014677363,-1.0209968827863968657,-4.07422107646926618,-0.06913156713094044045,2.8645291118932693516,1.0,2.8645291118932693516,4.07422107646926618,0.455,0.455,2.384276371520961531,-10.493532600008166261,1.0,-10.493532600008166261,-10.493532600008166261,-396.17717875029644461,-393.1025736984940519,-11.321596173824640341,11.321596173824706177,22.643192347649346519
92,92,0.46,0.46,81.577547021606780696,-1.0918976844284809594,-4.072430917875626898,-0.07274296731485439642,2.7223165882173792054,1.0,2.7223165882173792054,4.072430917875626898,0.46,0.46,2.332797718675284408,-10.030367353220388693,1.0,-10.030367353220388693,-10.030367353220388693,-395.8687472865306473,-392.92984965203707343,-11.321596173824640341,11.321596173824706177,22.643192347649346519
93,93,0.465,0.465,80.44929323128981171,-1.1664828174161056586,-4.0705477344181316443,-0.076470114689967068344,2.589631091835727852,1.000000000000007,2.5896310918357462523,4.0705477344181316443,0.465,0.465,2.2839726979887575585,-9.42036822304493017,1.000000000000007,-9.420368223044997106,-9.420368223044997106,-395.5083179600475829,-392.74815007069541836,-11.321596173824640341,11.321596173824706177,22.643192347649346519
94,94,0.47,0.47,79.24458138677456938,-1.244837913808415096,-4.0685693639919379137,-0.08023617406200750021,2.4680811231645119299,0.9999999999999929,2.4680811231644943931,4.0685693639919379137,0.47,0.47,2.2385940364448352596,-8.640306404318302144,0.9999999999999929,-8.6403064043182407515,-8.6403064043182407515,-395.0888761195305392,-392.55726634306527667,-11.321596173824640341,11.321596173824706177,22.643192347649346519
95,95,0.475,0.475,77.95961740367298152,-1.326955165540120659,-4.0664960037411520114,-0.08392752881973979291,2.3595283857661510094,1.0,2.3595283857661510094,4.0664960037411520114,0.475,0.475,2.1975696339455752233,-7.6690567321171661253,1.0,-7.6690567321171661253,-7.6690567321171661253,-394.60425111317155059,-392.3572174906612209,-11.321596173824640341,11.321596173824706177,22.643192347649346519
96,96,0.48,0.48,76.59067105569432806,-1.4126929714478946819,-4.064331228922097273,-0.08738887678465055535,2.266070853449459597,1.0,2.266070853449459597,4.064331228922097273,0.48,0.48,2.161903469123663533,-6.491951897068127836,1.0,-6.491951897068127836,-6.491951897068127836,-394.05049037911798818,-392.14834847327702672,-11.321596173824640341,11.321596173824706177,22.643192347649346519
97,97,0.485,0.485,75.134231460777192155,-1.5017329191094217697,-4.0620830790593055485,-0.09042560269519483822,2.1899703258257178565,1.0,2.1899703258257178565,4.0620830790593055485,0.485,0.485,2.1326501149748938895,-5.106860803039902294,1.0,-5.106860803039902294,-5.106860803039902294,-393.42774520239793787,-391.9314349871072465,-11.321596173824640341,11.321596173824706177,22.643192347649346519
98,98,0.49,0.49,73.58720521747548452,-1.5935441768382843583,-4.059764957004129824,-0.09281926686387475568,2.133494405722954027,1.0,2.133494405722954027,4.059764957004129824,0.49,0.49,2.1108348610932644665,-3.5310907961480941936,1.0,-3.5310907961480941936,-3.5310907961480941936,-392.7423798139874363,-391.7077702107160447,-11.321596173824640341,11.321596173824706177,22.643192347649346519
99,99,0.495,0.495,71.94714310710062344,-1.687371452837171281,-4.057395932951410595,-0.094360151269078425956,2.0986548233976439282,1.0,2.0986548233976439282,4.057395932951410595,0.495,0.495,2.0973392070134129176,-1.8066462230307376857,1.0,-1.8066462230307376857,-1.8066462230307376857,-392.00854148153422943,-391.47919413818622328,-11.321596173824640341,11.321596173824706177,22.643192347649346519
100,100,0.5,0.5,70.21246231180114196,-1.7822644793764412102,-4.0549999999999997344,-0.09489302653927045132,2.0868697502806534858,1.0,2.0868697502806534858,4.0549999999999997344,0.5,0.5,2.0927683988629570742,1.5198953207118393038e-13,1.0,1.5198953207118393038e-13,1.5198953207118393038e-13,-391.2480217516290785,-391.24802175162912302,-11.321596173824640341,11.321596173824706177,22.643192347649346519
101,101,0.505,0.505,68.38261414834774102,-1.8771575059157121837,-4.052604067048588847,-0.09436015126908312185,2.0986548233975394872,1.0,2.0986548233975394872,4.052604067048588847,0.505,0.505,2.0973392070134144374,1.806646223030811696,1.0,1.806646223030811696,1.806646223030811696,-390.48750202172399232,-391.01684936507202014,-11.321596173824640341,11.321596173824706177,22.643192347649346519
102,102,0.51,0.51,66.45814729996971759,-1.9709847819146074539,-4.0502350429958694075,-0.0928192668638795626,2.1334944057228435376,1.0,2.1334944057228435376,4.0502350429958694075,0.51,0.51,2.1108348610932652066,3.5310907961482375095,1.0,3.5310907961482375095,3.5310907961482375095,-389.75366368927074487,-390.78827329254217846,-11.321596173824640341,11.321596173824706177,22.643192347649346519
103,103,0.515,0.515,64.44064458451852611,-2.062796039643471309,-4.047916920940693651,-0.0904256026951935684,2.1899703258257486095,1.0,2.1899703258257486095,4.047916920940693651,0.515,0.515,2.1326501149748968427,5.106860803040113958,1.0,5.106860803040113958,5.106860803040113958,-389.06829830086022018,-390.56460851615097357,-11.321596173824640341,11.321596173824706177,22.643192347649346519
104,104,0.52,0.52,62.332555220682774974,-2.1518359873049945907,-4.0456687710779020224,-0.08738887678464994386,2.2660708534494754536,1.0,2.2660708534494754536,4.0456687710779020224,0.52,0.52,2.1619034691236663898,6.491951897068029595,1.0,6.491951897068029595,6.491951897068029595,-388.44555312414026993,-390.3476950299812026,-11.321596173824640341,11.321596173824706177,22.643192347649346519
105,105,0.525,0.525,60.13697260990853693,-2.2375737932127711966,-4.0435039962588472185,-0.083927528819741257886,2.3595283857661098232,1.0,2.3595283857661098232,4.0435039962588472185,0.525,0.525,2.197569633945577194,7.6690567321170910187,1.0,7.6690567321170910187,7.6690567321170910187,-387.89179239008669445,-390.1388260125970021,-11.321596173824640341,11.321596173824706177,22.643192347649346519
106,106,0.53,0.53,57.85740763425723258,-2.3196910449444771065,-4.041430636008061308,-0.080236174062006641525,2.4680811231645383437,1.0,2.4680811231645383437,4.041430636008061308,0.53,0.53,2.2385940364448373653,8.640306404318556968,1.0,8.640306404318556968,8.640306404318556968,-387.40716738372760836,-389.93877716019294555,-11.321596173824640341,11.321596173824706177,22.643192347649346519
107,107,0.535,0.535,55.497590520019582715,-2.3980461413367844797,-4.0394522655818676294,-0.07647011468996423901,2.5896310918358236661,1.0,2.5896310918358236661,4.0394522655818676294,0.535,0.535,2.2839726979887628373,9.420368223044888592,1.0,9.420368223044888592,9.420368223044888592,-386.9877255432106565,-389.74789343256280885,-11.321596173824640341,11.321596173824706177,22.643192347649346519
108,108,0.54,0.54,53.06131535158366362,-2.4726312743244055845,-4.0375690821243724665,-0.072742967314852494294,2.7223165882174503905,1.0,2.7223165882174503905,4.0375690821243724665,0.54,0.54,2.3327977186752863316,10.0303673532201539365,1.0,10.0303673532201539365,10.0303673532201539365,-386.62729621672765745,-389.56619385122116256,-11.321596173824640341,11.321596173824706177,22.643192347649346519
109,109,0.545,0.545,50.552327971370771546,-2.5435320759664894683,-4.0357789235307331894,-0.069131567130943373,2.8645291118931478385,1.0,2.8645291118931478385,4.0357789235307331894,0.545,0.545,2.3842763715209644622,10.4935326000081924624,1.0,10.4935326000081924624,10.4935326000081924624,-386.31886475296178418,-389.39346980476418458,-11.321596173824640341,11.321596173824706177,22.643192347649346519
110,110,0.55,0.55,47.974251199650684685,-2.6108944085862923305,-4.034078106955545829,-0.065683562400837998234,3.0149002179403148445,1.0,3.0149002179403148445,4.034078106955545829,0.55,0.55,2.4377330446753683456,10.832519039320113383,1.0,10.832519039320113383,10.832519039320113383,-386.0554378741091285,-389.22936595262992174,-11.321596173824640341,11.321596173824706177,22.643192347649346519
111,111,0.555,0.555,45.330539154198186885,-2.6748992007681654647,-4.0324620641731682195,-0.062425034579679314004,3.1722751606107328943,1.0,3.1722751606107328943,4.0324620641731682195,0.555,0.555,2.4926015619141656883,11.0680010230287108886,1.0,11.0680010230287108886,11.0680010230287108886,-385.83051722830267263,-389.07344152805008491,-11.321596173824640341,11.321596173824706177,22.643192347649346519
112,112,0.56,0.56,42.624452798114353756,-2.7357444777456509585,-4.030925795288459932,-0.059366968330369834783,3.3356829928618505726,1.000000000000007,3.3356829928618742741,4.030925795288459932,0.56,0.56,2.5484130549056555489,11.218098488853861863,1.000000000000007,11.218098488853941573,11.218098488853941573,-385.63831125724729695,-388.92521411448147847,-11.321596173824640341,11.321596173824706177,22.643192347649346519
113,113,0.565,0.565,39.859050198706884968,-2.7936331374289051343,-4.029464177377150923,-0.056510268595661492137,3.5043080048744666283,0.9999999999999929,3.5043080048744417287,4.029464177377150923,0.565,0.565,2.6047825468027029736,11.298292432283913916,0.9999999999999929,11.298292432283833637,11.298292432283833637,-385.4737897422152885,-388.78418942487447527,-11.321596173824640341,11.321596173824706177,22.643192347649346519
114,114,0.57,0.57,37.037186523256543487,-2.8487650149369739428,-4.02807216484670365,-0.053849433815731162674,3.6774646001854889843,1.0,3.6774646001854889843,4.02807216484670365,0.57,0.57,2.6613959792284937306,11.321596173824706177,1.0,11.321596173824706177,11.321596173824706177,-385.3326529546267032,-388.6498806335573421,-11.321596173824640341,11.321596173824706177,22.643192347649346519
115,115,0.575,0.575,34.161520168832937083,-2.9013320050603674596,-4.026744912588172232,-0.051375138104731750497,3.854576238679616466,1.0,3.854576238679616466,4.026744912588172232,0.575,0.575,2.7179985085409501318,11.298838896489651951,1.0,11.298838896489651951,11.298838896489651951,-385.211260461912804,-388.52182025858427203,-11.321596173824640341,11.321596173824706177,22.643192347649346519
116,116,0.58,0.58,31.234522513135808568,-2.9515152911464374438,-4.0254778459434600872,-0.04907598858138059652,4.0351583803350013946,1.0,4.0351583803350013946,4.0254778459434600872,0.58,0.58,2.7743843681933903463,11.238980113162769597,1.0,11.238980113162769597,11.238980113162769597,-385.10654573939278375,-388.39956691254947524,-11.321596173824640341,11.321596173824706177,22.643192347649346519
117,117,0.585,0.585,28.258489586540062195,-2.9994839822231286527,-4.0242666951162796435,-0.046939686060333302587,4.2188050926213760015,1.0,4.2188050926213760015,4.0242666951162796435,0.585,0.585,2.8303883096725779237,11.1494129654256501905,1.0,11.1494129654256501905,11.1494129654256501905,-385.0159306238703398,-388.28270862274005532,-11.321596173824640341,11.321596173824706177,22.643192347649346519
118,118,0.59,0.59,25.235554548689551262,-3.045394663267104049,-4.0231075065273325577,-0.04495376681342034067,4.40517893459961955,1.0,4.40517893459961955,4.0231075065273325577,0.59,0.59,2.8858784978476469433,11.03623741980962189,1.0,11.03623741980962189,11.03623741980962189,-384.93724636274012468,-388.1708639267443439,-11.321596173824640341,11.321596173824706177,22.643192347649346519
119,119,0.595,0.595,22.167700260005854097,-3.089391515849969334,-4.0219966397681399914,-0.043106056401226128943,4.59400379274198485,1.0,4.59400379274198485,4.0219966397681399914,0.595,0.595,2.9407506838706742366,10.90449730942846257,1.0,10.90449730942846257,10.90449730942846257,-384.86866386687866382,-388.06368157854120335,-11.321596173824640341,11.321596173824706177,22.643192347649346519
120,120,0.6,0.6,19.056771516989612594,-3.1316067760695563069,-4.0209307560388373396,-0.041384928805429013277,4.7850604631559640095,1.0,4.7850604631559640095,4.0209307560388373396,0.6,0.6,2.9949234709419316621,10.7583818639000043105,1.0,10.7583818639000043105,10.7583818639000043105,-384.80863354679410962,-387.96083943291681087,-11.321596173824640341,11.321596173824706177,22.643192347649346519
121,121,0.605,0.605,15.904486707866741483,-3.1721613734608273606,-4.019906802016454708,-0.03977943556386052959,4.9781849287296503913,1.0,4.9781849287296503913,4.019906802016454708,0.605,0.605,3.0483345025096743714,10.601395517943181496,1.0,10.601395517943181496,10.601395517943181496,-384.75583400223299066,-387.86204288899034284,-11.321596173824640341,11.321596173824706177,22.643192347649346519
122,122,0.61,0.61,12.712448770067957873,-3.211165647197277366,-4.0189219917717067827,-0.038279348899431576893,5.1732694596674123817,1.0,5.1732694596674123817,4.0189219917717067827,0.61,0.61,3.1009374261213635674,10.436500988275297347,1.0,10.436500988275297347,10.436500988275297347,-384.70912835588477727,-387.7670231454494394,-11.321596173824640341,11.321596173824706177,22.643192347649346519
123,123,0.615,0.615,9.482155413472186751,-3.2487200712596905144,-4.017973788459367949,-0.036875148188598472947,5.3702668687474452948,1.0,5.3702668687474452948,4.017973788459367949,0.615,0.615,3.152699512392427434,10.266240772463637032,1.0,10.266240772463637032,10.266240772463637032,-384.66752688760812126,-387.6755354339399669,-11.321596173824640341,11.321596173824706177,22.643192347649346519
124,124,0.62,0.62,6.2150086275485768444,-3.284915943574474312,-4.017059886918371554,-0.03555796900720570048,5.5691984701728260835,1.0,5.5691984701728260835,4.017059886918371554,0.62,0.62,3.2035998338460000253,10.0928418248149108505,1.0,10.0928418248149108505,10.0928418248149108505,-384.6301546855600476,-387.58735734023081648,-11.321596173824640341,11.321596173824706177,22.643192347649346519
125,125,0.625,0.625,2.9123235263232381271,-3.3198360092741019153,-4.0161781979352454224,-0.034319527294530509202,5.770166497279891824,1.000000000000007,5.7701664972799328233,4.0161781979352454224,0.625,0.625,3.2536279306405766285,9.9183073868346713076,1.000000000000007,9.918307386834741782,9.918307386834741782,-384.59622322152369442,-387.50228728586625312,-11.321596173824640341,11.321596173824706177,22.643192347649346519
126,126,0.63,0.63,-0.42466339099962698597,-3.3535549981635353303,-4.0153268346737415093,-0.033152027196253926232,5.9733718672793391733,1.000000000000007,5.973371867279381617,4.0153268346737415093,0.63,0.63,3.3027829077143468228,9.7444987712359416865,1.000000000000007,9.744498771236010925,9.744498771236010925,-384.56500507885209483,-387.42014321882422576,-11.321596173824640341,11.321596173824706177,22.643192347649346519
127,127,0.635,0.635,-3.7947864700038325336,-3.3861400636666097678,-4.014504101591976131,-0.032048059606725576732,6.179138114053697126,1.0,6.179138114053697126,4.014504101591976131,0.635,0.635,3.3510729183529361283,9.5732081340167792805,1.0,9.5732081340167792805,9.5732081340167792805,-384.5358115609160454,-387.34076154418296173,-11.321596173824640341,11.321596173824706177,22.643192347649346519
128,128,0.64,0.64,-7.1969435183328465217,-3.4176511173769864838,-4.0137084859954272604,-0.03100049943647437546,6.387941813749831479,0.9999999999999929,6.38794181374978609,4.0137084859954272604,0.64,0.64,3.3985149890545146973,9.406220599378221636,0.9999999999999929,9.406220599378154801,9.406220599378154801,-384.50797367349128636,-387.2639963091091053,-11.321596173824640341,11.321596173824706177,22.643192347649346519
129,129,0.645,0.645,-10.630088704757805501,-3.4481410625395585187,-4.0129386521418143694,-0.030002413609602409262,6.6004485230482437784,0.9999999999999929,6.6004485230481968793,4.0129386521418143694,0.645,0.645,3.4451351243467184249,9.245360118005188754,0.9999999999999929,9.245360118005123062,9.245360118005123062,-384.48082811948957097,-387.18971863406509126,-11.321596173824640341,11.321596173824706177,22.643192347649346519
130,130,0.65,0.65,-14.093225643411963559,-3.4776559445961913023,-4.01219343744000246,-0.029046999347768078003,6.8175505575104779865,1.0,6.8175505575104779865,4.01219343744000246,0.65,0.65,3.4909685902345666637,9.092507742284654082,1.0,9.092507742284654082,9.092507742284654082,-384.45371157756973454,-387.11781634605913818,-11.321596173824640341,11.321596173824706177,22.643192347649346519
131,131,0.655,0.655,-17.585400593950188106,-3.5062350612350946747,-4.011471849671389913,-0.028127583883096961065,7.040398045577845486,1.0,7.040398045577845486,4.011471849671389913,0.655,0.655,3.5360602017695650433,8.949573411475823664,1.0,8.949573411475823664,8.949573411475823664,-384.42596870098751563,-387.04819371054993196,-11.321596173824640341,11.321596173824706177,22.643192347649346519
132,132,0.66,0.66,-21.105695765882152909,-3.5339111123623852245,-4.010773063203309818,-0.027237732100857326139,7.2704065765868091864,1.0,7.2704065765868091864,4.010773063203309818,0.66,0.66,3.5804643243493249765,8.818393256709113143,1.0,8.818393256709113143,8.818393256709113143,-384.3969818418796254,-386.98077106609539555,-11.321596173824640341,11.321596173824706177,22.643192347649346519
133,133,0.665,0.665,-24.653222818674958555,-3.560710525436809327,-4.0100964107747258097,-0.026371525818128289335,7.50921232101229338,1.0,7.50921232101229338,4.0100964107747258097,0.665,0.665,3.62424413433665625,8.700515397063958989,1.0,8.700515397063958989,8.700515397063958989,-384.36623302045308373,-386.91548403179282373,-11.321596173824640341,11.321596173824706177,22.643192347649346519
134,134,0.67,0.67,-28.227116816755771563,-3.5866541639986418031,-4.0094413656067432678,-0.025524092575954966406,7.7585279871589565037,1.0,7.7585279871589565037,4.0094413656067432678,0.67,0.67,3.6674694783199646407,8.596831575843507517,1.0,8.596831575843507517,8.596831575843507517,-384.3334101294834669,-386.8522817812056146,-11.321596173824640341,11.321596173824706177,22.643192347649346519
135,135,0.675,0.675,-31.82653114667224216,-3.6117587105887192598,-4.0088075064855937892,-0.024692463773417269897,8.0198310065183432095,1.0,8.0198310065183432095,4.0088075064855937892,0.675,0.675,3.7102124500950913984,8.5070156139064447565,1.0,8.5070156139064447565,8.5070156139064447565,-384.29856809850884136,-386.79112367338342968,-11.321596173824640341,11.321596173824706177,22.643192347649346519
136,136,0.68,0.68,-35.450634237933210082,-3.636039091545476343,-4.008194456539473369,-0.023876817593393619664,8.293793166647748848,1.0,8.293793166647748848,4.008194456539473369,0.68,0.68,3.7525396344590291609,8.4287508675808937575,1.0,8.4287508675808937575,8.4287508675808937575,-384.26234934152389064,-386.7319733457250925,-11.321596173824640341,11.321596173824706177,22.643192347649346519
137,137,0.685,0.685,-39.098609329763194847,-3.6595123457755064991,-4.007601785556813758,-0.023082094082553827972,8.579350984755736864,1.0,8.579350984755736864,4.007601785556813758,0.685,0.685,3.7944999587709004078,8.356777039098906096,1.0,8.356777039098906096,8.356777039098906096,-384.22625361666857866,-386.67478928912455813,-11.321596173824640341,11.321596173824706177,22.643192347649346519
138,138,0.69,0.69,-42.76965892948422308,-3.6822032797105839989,-4.007028867205528581,-0.02231984339522160958,8.872346597188862293,1.0,8.872346597188862293,4.007028867205528581,0.69,0.69,3.8361074048500171108,8.28186803977144248,1.0,8.28186803977144248,8.28186803977144248,-384.19292373606942181,-386.61951107172245445,-11.321596173824640341,11.321596173824706177,22.643192347649346519
139,139,0.695,0.695,-46.463015889184362844,-3.7041520325659497183,-4.006474688019487114,-0.0216099841379558252,9.163791390737926847,1.0,9.163791390737926847,4.006474688019487114,0.695,0.695,3.8773186391686142549,8.189962648261698619,1.0,8.189962648261698619,8.189962648261698619,-384.1663818529618872,-386.5660409089025649,-11.321596173824640341,11.321596173824706177,22.643192347649346519
140,140,0.7,0.7,-50.177962994616122517,-3.7254232479864956493,-4.00593761582565679,-0.020981939817950097209,9.438087627530423104,1.0,9.438087627530423104,4.00593761582565679,0.7,0.7,3.9180070313326341666,8.061783359158503998,1.0,8.061783359158503998,8.061783359158503998,-384.15211879567432138,-386.51422131990776304,-11.321596173824640341,11.321596173824706177,22.643192347649346519
141,141,0.705,0.705,-53.913862385157354143,-3.7461159122018499127,-4.0054151513427105062,-0.020474466864902273258,9.6720167564826096535,1.0,9.6720167564826096535,4.0054151513427105062,0.705,0.705,3.9579364727601993635,7.873343831438718854,1.0,7.873343831438718854,7.873343831438718854,-384.15692141813759414,-386.46381116074913875,-11.321596173824640341,11.321596173824706177,22.643192347649346519
142,142,0.71,0.71,-57.670194819019822342,-3.7663721817163001958,-4.004903705292644369,-0.020133507517669422225,9.835811590384320403,1.0,9.835811590384320403,4.004903705292644369,0.71,0.71,3.9967404696470214224,7.5976893384305417556,1.0,7.5976893384305417556,7.5976893384305417556,-384.18834114258626236,-386.4144641187464111,-11.321596173824640341,11.321596173824706177,22.643192347649346519
143,143,0.715,0.715,-61.446606748589954534,-3.7863829272371887572,-4.0043984584233609536,-0.020007711426443971353,9.897653078684926259,1.0,9.897653078684926259,4.0043984584233609536,0.715,0.715,4.033913366144504846,7.2079763457452662723,1.0,7.2079763457452662723,7.2079763457452662723,-384.25377813745702085,-386.36571520676038388,-11.321596173824640341,11.321596173824706177,22.643192347649346519
144,144,0.72,0.72,-65.24296067349419986,-3.8063876045691881385,-4.0038933647684310604,-0.020141899735085769599,9.831713453147099012,1.0,9.831713453147099012,4.0038933647684310604,0.72,0.72,4.0688202331044741465,6.6815802839528210255,1.0,6.6815802839528210255,6.6815802839528210255,-384.3592780545139655,-386.31698107771214207,-11.321596173824640341,11.321596173824706177,22.643192347649346519
145,145,0.725,0.725,-69.05938195772833081,-3.8266667267073602964,-4.0033813417175441226,-0.020569550722711405291,9.62730733728340852,1.0,9.62730733728340852,4.0033813417175441226,0.725,0.725,4.1007291689840331132,6.0044402520071212814,1.0,6.0044402520071212814,6.0044402520071212814,-384.50827736975549867,-386.2675783635935852,-11.321596173824640341,11.321596173824706177,22.643192347649346519
